Open,High,Low,Close,Volume
100.46516252581627,100.70412918352717,99.83774618461712,100.47707561963163,8415
98.78545625707292,99.25912819561297,98.44578632571651,98.92975260946645,11744
99.98022085129435,100.28030981620019,98.99735155724471,100.06316782718751,10815
101.62359610133072,101.7515678582121,100.70943289889644,101.49491873678174,16837
98.54550529890959,99.23768476340406,98.41416590459609,98.54491535165376,11502
96.70553242803437,97.24837841979918,96.41628697904092,96.639776795578,29962
96.97420864485439,97.01988086687082,95.88872098356566,96.84442177135027,8269
96.33212296135875,96.93988889522157,95.8214051080082,96.40439569077974,31468
96.54518469807132,97.11904160750346,96.26905068537212,96.3993809883763,17370
95.25728765911951,95.5552884486436,94.83315766615532,95.18516726596418,34650
96.22156932986657,97.06967621768199,95.08626453595772,96.45978894937738,26133
97.88601637297859,98.75582311597482,97.43207478740695,97.60446559623733,45354
97.62279364002644,98.04255042131547,97.41722298644234,97.72065985358273,22553
99.06351709238349,99.39759239234074,99.00474064235496,99.39252530393942,15456
99.90017040711703,100.90538713562704,99.40703951313193,100.10940782094441,29866
98.63724247815426,98.9178050410877,98.35774742768903,98.83908080844498,33279
99.4159260880315,99.42988561262584,99.09194801894637,99.40555345279827,22522
97.9419884065499,98.31919345975895,97.42427231030236,97.99566072901385,28426
99.23962540239373,99.59543235147292,99.05174527909222,99.30652462657277,24072
99.3750297401486,99.61184191040893,98.23729938538986,99.25201640086519,15986
99.06394041163077,99.0712117741471,98.39009896976295,98.9966473690679,16364
98.06724930179685,98.45460824534561,97.26965520838931,98.00530056868367,45463
99.90395450197327,99.96885703316855,99.62152790324983,99.82213459911324,34091
99.73346431685486,99.7682706904007,99.2311026684059,99.61071708465403,5678
98.5733132683115,99.65065604392689,98.48932404567864,98.99064860537634,48141
98.41579252526796,99.21235397405889,98.4092790370471,98.48757780671924,35888
98.86070087058312,99.5742437027952,98.49702529232728,99.29366295722184,3458
99.86501761722562,101.16420572932907,99.17964980611991,99.85781588616354,36665
100.49507491601538,100.5992207942844,100.07251868255915,100.49600610642528,29891
101.3770858387319,101.61941917465165,101.02747357525033,101.1655421598824,45850
104.68375221124258,105.36851302937164,104.38355791198734,104.43568937817646,24979
103.86201720565393,104.11828022380185,103.52306117687205,103.81991302990554,26410
102.93984470372757,103.38273811317895,102.30701820099617,103.04296207877539,16420
101.904551784264,102.10678841970555,101.62397859081143,101.80576738552733,16759
102.6582776122128,102.82523006483139,102.09797714103782,102.76678240613934,31278
104.52735737068853,104.9127474614232,104.27292808942576,104.52764851184968,41559
104.57574003054005,104.81760056224003,104.29729875674765,104.36989414451354,44642
102.96047740596401,103.58906426291745,102.91111629848604,103.07546248486135,38769
101.98539136453392,102.49210469900798,101.39629260270448,101.8213208380965,30878
102.97466996847888,103.12634797216651,102.79832835535109,102.83534835702488,25515
103.80380615570701,104.48219121279789,103.14999484487898,104.00240745089906,17640
105.0748138274438,105.42158041028883,104.80813528150782,104.87054820520383,38625
103.9897215340839,104.98617437941957,103.38262993678295,103.84463679725613,16589
104.24828321503523,104.6462194058777,103.97050907263265,104.2270363486991,14125
104.27108964847415,105.15043390938592,104.16637525170825,104.43030899702916,43525
104.61368196476697,105.31476140248324,104.41830859221464,104.79376082478662,29885
106.07034117126601,106.5351679589263,105.8129597472358,106.18452406093365,18356
106.67753656004784,106.94312252017087,106.28332065537957,106.5618967696776,43393
107.46262263137564,107.72345296104972,106.98496031116831,107.66840390438557,48171
107.89340637878499,108.49920468501118,107.03178753947729,107.79907954340462,16581
108.01920663848897,108.70335460477725,107.48134729183536,108.28814143516713,26549
109.29059072884145,110.00473129152323,108.780073032828,109.33521449374356,24693
106.99076232450618,107.61074682107704,106.48406165186185,106.96730487492144,35380
106.99647710152904,108.5251563255816,106.43544367264572,106.47578280899899,47601
105.45453774664963,105.93958191742009,105.21664530294782,105.7458285168942,27877
105.06199531517426,105.36830783625784,104.15737857196798,104.75359767184385,40112
104.373486060202,104.63069352129428,104.11178077747947,104.34221628106532,30184
106.7906135137072,107.75718246945492,106.4497076162947,106.70286706868633,44464
105.36334086697697,105.68086349544735,104.984550849839,105.33840770547383,20824
106.9845020795565,107.56911634552685,106.72065609921982,106.88942888834008,19877
104.18056009625877,104.96657242969937,103.5667017480984,104.21259194239579,21698
104.01154483744888,104.9072714291144,103.60663107371938,103.70994590612139,49828
103.88894329256324,104.1257410782189,102.6049751279014,103.98387456897407,30960
105.15662230504029,105.35625562258299,104.82958861162753,104.91903638449178,8475
105.92265600202448,106.22321184067967,105.7690333160709,106.05933830281225,3003
107.3297432234738,107.43546063766568,107.3275253173032,107.34267841261784,26419
106.57367381495928,107.31773354701224,106.43699735272531,106.80265069902866,40479
106.17984611445317,106.19701386588739,105.85243938193666,106.0833052739881,24484
107.78039041986352,108.06638241903232,106.35385719311326,107.46977569497973,28450
107.1662956408583,107.28791968072184,106.71334632655302,107.18287815685113,40123
105.11193237892809,105.33323135019974,104.66045242304028,105.15333875607216,26300
103.15636196798332,104.11411742536116,103.04920798875058,103.38683540899287,45522
101.93485656939623,102.99009414836326,101.13410845416904,101.98162384368561,32258
102.4351799036186,102.896932893689,102.04044656164172,102.76253906830341,36825
102.81457435941752,103.03172857000783,102.16292347515741,103.00263203012634,39291
104.13727203539325,104.80694240292144,103.64394197407387,104.09005968924087,31713
103.71667383825537,103.73455192991744,103.43916563367569,103.44378639928537,3453
104.29316352756864,104.3211936517786,102.81578780102284,103.71047434565845,21944
104.58158448517825,105.83313843338289,103.92334461460842,104.7044205880942,7932
104.53874219561038,105.01707209988125,103.69328175936627,104.23951221917673,26005
105.02574616486925,105.23961213649714,104.72976117891557,104.97457054097232,8015
103.92183920484966,104.15446471541783,103.3456949824928,103.9532845841795,25955
103.49743306802938,104.09444503024112,103.28932549620347,103.40796564362593,17848
102.84926070352921,102.93074202779827,102.56791075300968,102.83652615134291,1998
101.03475621798376,101.55124954183276,100.7746592776377,101.01245353177673,7118
101.68739775007664,102.16592585666164,101.31149705187771,101.77051029878221,25649
100.79166876991583,101.12244938394419,100.20620355035247,101.07429466537386,4862
100.80128949211557,101.35004554043581,100.34497958761742,101.11345203787492,42942
101.99590677905108,102.31685958583155,101.78434892620412,101.86282404184726,38176
102.5087107559954,102.80538128658307,102.0118460167762,102.5654705058527,35754
103.48614550711854,103.71073993959318,102.84548332151296,103.6096666514946,9433
103.47908814057462,103.80473890369203,103.13323381309436,103.47732786152442,39989
103.0044999041416,103.07241788499658,102.35899274622564,102.84099665381738,32099
102.77565102374479,103.19639601390345,102.33578197991024,102.73859034923206,20133
100.0274032693188,100.20619403307573,99.11404837533256,100.15882264941338,1020
98.24510323188512,98.63056235149138,97.4491635291773,98.00473819175559,26919
96.38333259799649,96.80299660154728,95.44167629946209,96.079876701167,39999
94.75549370106191,95.13666029127494,94.35114140542571,94.66186239295853,2640
95.433925229527,96.29671664839339,94.28965238330373,95.2484453580123,3578
